SYMBOL	treatments
GRIN1	MORPHINE:12829326| haloperidol:27023437
GRIN2A	haloperidol:27023437
GRIN2B	clozapine:26876050| valproic acid:21806385| haloperidol:27023437| risperidone:23859574| methylphenidate:27624150| quetiapine:23859574
GRIN2C	PHORBOL MYRISTATE ACETATE, PMA:16417568
GRIN3A	nicotine:20084518
GRK4	atenolol:22949529| verapamil:22949529
GRK5	Antihypertensives:18425130;21127457| citalopram:-| verapamil:-| hydrochlorothiazide:-| escitalopram:-| trandolapril:-| Beta Blocking Agents:18425130;21127457
GRM1	ANTIDEPRESSANT:10817534| CAFFEINE:12814357| INOSITOL:15140199| DHPG, GANCICLOVIR:15212418,10530812,12623213,14552898,8979807,12421605,11181420,1362358,8532171,9822771| OPIOID:12110611| MORPHINE:12110611
GRM2	OPIATE:12473091
GRM3	risperidone:19451915;25209194| antipsychotics:25096017;25209194
GRM5	ALCOHOL, ETHANOL:15717208| DHPG, GANCICLOVIR:12231639,12068048
GRM7	risperidone:26905411
GRP	NALOXONE:2889122| FUROSEMIDE:3238049| RANITIDINE:8607506| EGFR TYROSINE KINASE INHIBITORS:13679857| BETA-ADRENERGIC BLOCKING AGENT:3106128| CISPLATIN:17207039| THYROTROPIN:11292067,10464393| NIFEDIPINE:10465509| ATROPINE SULFATE:2858978| ALBUMIN, ALBUMIN HUMAN:8476064
GSK3B	citalopram:18195729| methotrexate:-| fluoxetine:18195729
GSR	MISONIDAZOLE:3759562| ORAL CONTRACEPTIVE:12340474| THYROXINE:11059392| OFLOXACIN:15008519| CARVEDILOL:18498919| carboplatin:26194361| QUERCETIN:1478066| LANSOPRAZOLE:17704577| ONDANSETRON:15458770| AMIFOSTINE:12751907| VITAMIN E:2035236| taxanes:26194361| LEVOFLOXACIN:15008519| ENALAPRIL:10712274| SELENIUM:2035236| DOX:11785103| MUSTARD:15102853| GOSERELIN ACETATE:15338676| VITAMIN A, RETINOL:6517947| CEFOTAXIME:15895687
GSTA1	PHYTOCHEMICALS:15672752| PHENOBARBITAL:16608922| busulfan:24192117;26419450| ETHACRYNIC ACID:11092982| vincristine:19448608;29938344| rituximab:19448608;29938344| prednisone:19448608;29938344
GSTA2	doxorubicin:26230641| daunorubicin:26230641
GSTM1	IRINOTECAN, CPT-11:16865249| SULFORAPHANE:16332662| LUTEIN, XANTHOPHYLLS:15355982| DICUMAROL:15044619| PREDNISONE:11186134| azathioprine:23787247| UVB:12083949| clozapine:27168101| cyclophosphamide:27785604| busulfan:23677058| anthracyclines and related substances:27785604| trimethoprim:11191886| bleomycin:23323945| Platinum compounds:26803611| DOCETAXEL:16765145| CHLORAMBUCIL:15044619| vinblastine:23323945| METHOTREXATE:17180579| dacarbazine:23323945| doxorubicin:23323945| ANTITUBERCULOSIS:11595069| taxanes:27785604| sulfamethoxazole:11191886| TROGLITAZONE:12732844| ANTICONVULSANT:12499585| radiotherapy:-| paclitaxel:26803611| etoposide:-| NITROGLYCERIN:2110160| CURCUMIN:15044619| cytarabine:-| CAROTENOID:15095308
GSTM3	doxorubicin:26230641| olanzapine:23559402| daunorubicin:26230641
GSTM4	cisplatin:-
GSTO1	ARSENIC TRIOXIDE:15761769
GSTP1	DIETHYLDITHIOCARBAMATE, DITIOCARB:2992773| TOPOISOMERASE INHIBITORS:16981845| 5-AZADEOXYCYTIDINE, DECITABINE:11948118,11960994| MISONIDAZOLE:3753520| 5-AZACYTIDINE, AZACITIDINE:11696442| SELENOMETHIONINE:1759407| LYCOPENE:10806309| OXALIPLATIN:12072547| platinum:25677447;27462924| RU 486, MIFEPRISTONE:1302037| SULFORAPHANE:1549603| CISPLATIN:11062746| PREDNISONE:11186134| dimethyl fumarate:26967570| olanzapine:23559402| OMEPRAZOLE:8529327| daunorubicin:25119182| busulfan:-| PEITC:16921492| DOCETAXEL:10639573| ADM:9382956| SODIUM BUTYRATE, BUTYRATE:12896903| CYCLOPHOSPHAMIDE:9382956| anthracyclines and related substances:27785604| thiotepa:-| HYDROQUINONE:15141365| DEXAMETHASONE:1302037| GARLIC:11962257| DNR, DAUNORUBICIN:10050715| PACLITAXEL:25010864| DROLOXIFENE:11721384| temozolomide:20938339| levamisole:-| IRINOTECAN, CPT-11:10639573| IFOSFAMIDE:16282887| VERAPAMIL:3566185| ANDROGENS:6770999| DX-8951F, EXATECAN MESYLATE:10639573| MECHLORETHAMINE HYDROCHLORIDE, NITROGEN MUSTARD:2882834| mercaptopurine:-| 4-HYDROPEROXYCYCLOPHOSPHAMIDE, PERFOSFAMIDE:9382956| ALPHA-TOCOPHEROL, VITAMIN E:17029404| RESVERATROL:11279601| AMB, PRIDINOL:16127053| CISPLATIN:25010864| PRED, PREDNISONE:10050715| ALCOHOL, ETHANOL:1302037| CAMPTOTHECIN:15500952| taxanes:19203783| VITAMIN E:17029404| BUSULFAN:15779864| FOLFOXPROTOCOL:19922504| ETHACRYNIC ACID:10900222| CARBOPLATIN:12360105| BPDE:8866791| 1-BETA-D-ARABINOFURANOSYLCYTOSINE, CYTARABINE:3978635| MELPHALAN:15779864,1988111| CURCUMIN:15999103| CARBOPLATIN:25010864| ADRIAMYCIN:2897875
GSTT1	BPDE:11731429,10607731| EPOETIN BETA, ERYTHROPOIETIN:15595630| imatinib:25188725| clozapine:27168101| PACLITAXEL:12851839| CISPLATINUM, CISPLATIN (CHEMBL2068237):12851839| thalidomide:21435719
GSTZ1	dichloroacetic acid:27143230
GTF2B	PC4:8617240| STEROID HORMONE:1517211| VITAMIN D:9013769,7876247
GUCA2A	LACTOSE, ANHYDROUS, LACTOSE:11677212| VOLANESORSEN SODIUM, SALT:10564101| ATROPINE:9623669
GUCA2B	POLYETHYLENE GLYCOL:11677212| VOLANESORSEN SODIUM, SALT:12137970,12924626,10559834
GYPA	ETHER:16989999| NEOMYCIN:10099199| ANTHRACYCLINES:2624922| IL-8, CHEMBL411250:10873668
GZMA	CC CHEMOKINES:8598480| CYCLOSPORINE:8420038| ZIDOVUDINE, ANTIVIRAL:12820184
H19	HORMONES:8785513| Platinum compounds:26729200
H2AFX	ACETYLCYSTEINE, N-ACETYLCYSTEINE:15489221| DOXORUBICIN:15489221| TEMOZOLOMIDE:16024643| TESTOSTERONE:8810267
HAS3	RETINOIC ACID, TRETINOIN:10772242| HYDROCORTISONE:13130151| anthracyclines and related substances:-
HAVCR2	TIM-3 INHIBITOR:26883990| PD-1 INHIBITOR:26883990
HBEGF	panitumumab:-| ANTISERUM:7538797| cetuximab:-
HCG22	triamcinolone:-
HCK	STI571:12509383| LIF:8156996
HCP5	nevirapine:24322967
HDAC1	corticosteroids:24307847| valproic acid:23407051| Corticosteroids For Systemic Use:-
HDAC11	valproic acid:23407051
HDAC4	temozolomide:24444404
HDAC9	valproic acid:23407051
HDC	OMEPRAZOLE:8187977
HDGF	PROTEIN KINASE C INHIBITOR:11149024
HERC2	NERATINIB:23220880
HES1	TRETINOIN, ALL-TRANS-RETINOIC ACID:12080040
HEXB	CORTISONE:7388056| OMEPRAZOLE:9593221| CISPLATIN (CHEMBL2068237), CIS-PLATINUM:6987030| GENTAMICIN:2876489,8456116| CDDP, CISPLATIN (CHEMBL2068237):2089371| THYROXINE:7388056| AMINOGLYCOSIDES:3440638| ESTRAMUSTINE:6795611| RABEPRAZOLE:9593221| TAMOXIFEN:8577454
HFE	epoetin alfa:18025780| adalimumab:27115882| iron:18025780| pazopanib:21145803
HGF	THALIDOMIDE:15939924| SHO-SAIKO-TO:10716612| EQUINE CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:16885537| IL-1:8698619| STREPTOZOTOCIN:12403787| RESVERATROL:15672869| ASPIRIN:11981761| METHOTREXATE:10732770| CA19-9:10773785| SODIUM HEPARIN:15205701| WORTMANNIN:9603913| EPIGALOCATECHIN GALLATE, EGCG:16449979| RESERPINE:16081063| STI571:11439348| PROTEOLYTIC ENZYMES:9502079| RHGH:10485595
HIF1A	GELDANAMYCIN:12811834| PIMONIDAZOLE:12829158| axitinib:25816720| sorafenib:25816720| PROTEASOME INHIBITOR:15147973| HYPERBARIC OXYGEN:15589527| EPOETIN ALFA, EPO:11986208,11971899,12717822| COBALT:15147973,11358837| DEFEROXAMINE:15780758| pazopanib:21576632
HINT1	nicotine:17978999
HIST3H2A	GNRH, GONADORELIN ACETATE:2544582,1963323| CISPLATIN:11008128| TENIPOSIDE, VM-26:8620504| ANTISERUM:11006266| TRICHOSTATIN A, TRICHOSTATIN:15292402| ALBUMIN, ALBUMIN HUMAN:1989977
HIST4H4	HYDROGEN PEROXIDE:12565901| TRICHOSTATIN A, TRICHOSTATIN:15050280
HK1	ADENOVIRUS VECTOR:8804424
HLA-A	clavulanate:-| tetanus antitoxin:27749688| COBALT:6203298| GLUCOCORTICOID:6972103| ipilimumab:-| ampicillin:9609616| fenofibrate:-| ticlopidine:17339877| PMCV:9552048| sertraline:-| bacampicillin:9609616| peginterferon alfa-2a:23360626| amoxicillin:9609616| ribavirin:23360626| levetiracetam:30020991| peginterferon alfa-2b:23360626| terbinafine:-| zonisamide:24236482| dapsone:29233746| vancomycin:-
HLA-B	trichloroethylene:-| zidovudine / lamivudine / abacavir:-| interferon alfa-2a, recombinant:12873589| flucloxacillin:19483685;30664875| minocycline:-| lamivudine / abacavir:-| IFN:7507709,8081556| lamivudine:-| pazopanib:26546620| peginterferon alfa-2b:23360626| CARBAMAZEPINE:16981842| clozapine:2222133;26876947;9587740| etanercept:28470127| methimazole:26151496;26599303| interferon beta-1a:27020477| fosphenytoin:-| ticlopidine:17339877| clindamycin:27527109| dapsone:23604100;24152261;28885988;29458119;29512326| THALIDOMIDE:7876469| BCG:17028812| dolutegravir / abacavir / lamivudine:-| ribavirin:12873589;23360626| sulfasalazine:25303297| stavudine:-| sulfamethoxazole / trimethoprim:26086150| methazolamide:20504258;25918017;25970075;30242287;9109770| Antithyroid Preparations:27157822| carbimazole:26151496;26599303| peginterferon alfa-2a:23360626| acetazolamide:21342230| clavulanate:30664875| amoxicillin:30664875
HLA-C	ADOPTIVE T-CELL TRANSFER:27959684| sulfamethoxazole / trimethoprim:26086150| ustekinumab:23521149| ribavirin:-| ticlopidine:17339877| methazolamide:20504258;25918017;30242287| peginterferon alfa-2b:-| clavulanate:30664875| lamotrigine:19668019| flucloxacillin:30664875| methotrexate:28444425| clozapine:11266078| Drugs For Treatment Of Tuberculosis:23153709| Tumor necrosis factor alpha (TNF-alpha) inhibitors:27670765| amoxicillin:30664875
HLA-DOB	Platinum compounds:-
HLA-DPA1	peginterferon alfa-2b:26387494
HLA-DPB1	aspirin:15007363;15784113;19392989;9179433| clozapine:11266078
HLA-DPB2	aspirin:-
HLA-DQA1	Drugs For Treatment Of Tuberculosis:12359646| LYMPHOKINES:2166625| lapatinib:21245432;24687830| lumiracoxib:20639878| mercaptopurine:25217962| azathioprine:25217962| interferon beta-1b:21502966| interferon beta-1a:21502966
HLA-DQB1	amoxicillin:10535882;30664875| Drugs For Treatment Of Tuberculosis:12359646;25250564| bucillamine:-| nevirapine:-| ticlopidine:17339877| clavulanate:10535882;30664875| aspirin:15784113;19392989;26366802| lumiracoxib:20639878| acetaminophen:21545408| flucloxacillin:30664875| flupirtine:26959717| lamotrigine:19668019| carbamazepine:24399721
HLA-DRA	NIVOLUMAB:26822383| ATEZOLIZUMAB:26822383| clavulanate:30664875| flucloxacillin:30664875| PEMBROLIZUMAB:26822383| amoxicillin:30664875
HLA-DRB1	efavirenz:18301070| adalimumab:-| lapatinib:24687830;28786423| dabrafenib:27023328| etanercept:-| lumiracoxib:20639878| carbamazepine:23830818;24399721| Tumor necrosis factor alpha (TNF-alpha) inhibitors:-| dapsone:29233746| Antiinflammatory agents, non-steroids:10200020| hmg coa reductase inhibitors:27839692| interferon beta-1a:27020477| ticlopidine:17339877| rosuvastatin:27839692| infliximab:-| pravastatin:27839692| bucillamine:-| atorvastatin:27839692| carbimazole:-| clavulanate:10535882;20800921;30664875| mercaptopurine:25217962| asparaginase:24970932;25987655| amoxicillin:10535882;20800921;30664875| pitavastatin:27839692| oxcarbazepine:27666425| aspirin:15784113;19392989| glatiramer acetate:22111603| methimazole:-| fluvastatin:27839692| propylthiouracil:-| azathioprine:25217962| lamotrigine:19668019| flucloxacillin:30664875| flupirtine:26959717| simvastatin:27839692| Influenza vaccines:11756990
HLA-DRB3	heparin:28688202| clozapine:11266078
HLA-DRB5	amoxicillin:10535882| clavulanate:10535882| clozapine:11146763
HLA-E	methotrexate:-| glucocorticoids:-| adalimumab:-| certolizumab pegol:-| etanercept:-| infliximab:-
HLA-G	hmg coa reductase inhibitors:-| simvastatin:-
HMGB1	SALINE, SODIUM CHLORIDE:17334244| GP100:16968820| AMPICILLIN:9931456| ANTIBIOTIC:9161031| VOLANESORSEN SODIUM, SALT:1939057| INTERCALATING AGENT, QUINACRINE DIHYDROCHLORIDE:2914585| ITRACONAZOLE:14639950| CHELATORS:9398056| ADJUVANT:15161015| AUTOLOGOUS DENDRITIC CELLS:16997859| CISPLATIN:9427537,8968078| MART1:16968820| UREA:3342876| SULFURIC ACID:1967080| EPIGALOCATECHIN GALLATE, EGCG:17987129| DISTAMYCIN:9161031| PREDNISOLONE:18447956| CHLORAMPHENICOL:9931456| HEXAMETHYLENEBISACETAMIDE:7741753
HMGCR	atorvastatin:16103896; 17563401; 18068482; 18261733; 18332269; 18815589;15199031;16103896;17563401;18261733;18332269;18815589;20031582;21427285;26408409| cerivastatin:18815589| lovastatin:16103896; 17563401; 18068482; 18261733; 18332269; 18815589; 19327767; 19558216;15199031;16103896;17563401;18261733;18332269;18815589| rosuvastatin:18815589| hmg coa reductase inhibitors:16103896; 17563401; 18193044; 18261733; 18332269; 18354102; 18802019; 18815589; 19327767; 19558216;15199031;16103896;17563401;18261733;18332269;18815589;20403997| simvastatin:16103896; 17563401; 18068482; 18193044; 18261733; 18332269; 18354102; 18559695; 18802019; 18815589; 19327767; 19554360; 19558216;15199031;16103896;17563401;18261733;18332269;18815589
HMGCS2	chlorothiazide:29523524| hydrochlorothiazide:29523524
HMMR	cyclophosphamide:-| fluorouracil:-| epirubicin:-
HMOX1	NEUROTROPHIC FACTOR:16298686| VITAMIN D:15225803| ZNCL2, ZINC CHLORIDE:9175711| HORMONES:16214137| SELENIUM:12751798| ASPIRIN:12927812| SORAFENIB:26309414| SUNITINIB:26309414
HMOX2	MORPHINE:14580950,10686338| HORMONES:14985830| ANTIOXIDANT:11449996| BETAMETHASONE:11698254
HNF1A	rosuvastatin:21094359| opioids:26233334
HNF1B	platinum:27561454| metformin:-
HNF4A	MEDICATION:16456494| ALBUMIN, ALBUMIN HUMAN:8788167| docetaxel:24193570| INSULIN:8945471,8712800| TESTOSTERONE:9260906| ANTISERUM:8314750| UREA:8167573| CETUXIMAB, ALPHA INTERFERON:8777337| warfarin:25356900| rosuvastatin:30100615| efavirenz:26774523| ROSIGLITAZONE:15998575| ANDROSTENEDIONE:9260906
HNMT	clozapine:28400155| anthracyclines and related substances:21900104;23441093
HNRNPH2	migalastat:-
HOMER1	haloperidol:27023437
HOXA9	FILGRASTIM, G-CSF:11687616
HOXB1	HEXAMETHYLENEBISACETAMIDE:2898410| BROMODEOXYURIDINE:2898410| RETINOIC ACID, TRETINOIN:1384809,14632301
HOXD1	RETINOIC ACID, TRETINOIN:1348689
HP	ESTRADIOL, 17 BETA-ESTRADIOL:2078644| STREPTOZOTOCIN:16713232| PYRIDOXINE:6935482| VACCINE:8228935| HEPATITIS B VACCINE:8256500
HPD	6-HYDROXYDOPAMINE:18495353
HPGD	NSAIDS:16997128| SALINE, SODIUM CHLORIDE:9603077| IBUPROFEN:16997128
HPRT1	mycophenolic acid:-| 3TC, LAMIVUDINE:17358033| NITROSOUREAS:3328039
HPSE	ANTIESTROGEN:14695198| TGF:16320243| HEPARAN SULFATE:17121850,2998789| THROMBIN:1612123
HRAS	FTI-277:8620483| BINIMETINIB (MEK162):26544513| STZ, STREPTOZOTOCIN:8171758| PD-0325901, PD0325901:26544513| BEZ235, DACTOLISIB:21831957| SCH772984:27222538| AZ8010:22869148| CI-1040:26267534| DIETHYLSTILBESTROL, DES:1980008| HEXAMETHYLENEBISACETAMIDE, HEXAMETHYLENE BISACETAMIDE:3856429| BUPARLISIB, BKM120:26544513| LAK, EDARAVONE:3489774| MK-2206, MK2206:21289267| ANTHRACYCLINES:8069262| N-METHYL-N-NITROSUREA, MNU:10391687| DIETHYLSTILBESTROL:1980008| VIRAL VECTOR:10911621| PD173074, PD-173074:22869148| NITROGLYCERIN:8968066| DASATINIB, Dasatinib:27222538| PLX7904:26466569| dabrafenib:-| vemurafenib:-| Trametinib, TRAMETINIB:26343583,28783719,26882569,27222538| VITAMIN E:9750015,16166287| ANTISENSE OLIGONUCLEOTIDES:10911621| BEVACIZUMAB:15998951| SF-1126, SF1126:25425962| SELUMETINIB (AZD6244), SELUMETINIB:26544513| AZD-8055, AZD8055:26544513| DOCETAXEL:16983095| Sirolimus, SIROLIMUS:26882569| BINIMETINIB, Binimetinib:26544513| METFORMIN, Metformin:26921394,26951660| CETUXIMAB, Cetuximab:22797062| Pz-1:26126987| trametinib:-| EVEROLIMUS, Everolimus:26544513| L-744,832, CHEMBL1221512:9515813| Selumetinib, SELUMETINIB:26544513,27222538| CHEMBL387187, EGFR INHIBITOR:26561417| STREPTOZOTOCIN:8171758| HYDROXYUREA:12041671| EVEROLIMUS:26544513| EPOETIN BETA, ERYTHROPOIETIN:9104820| E-6201, E6201:23039341| AZD-4547, AZD4547:22869148| rigosertib, RIGOSERTIB:27104980| GEMCITABINE:16818479| DIMETHYL SULFOXIDE:3856429| INSULIN:8389451| ANTIBIOTIC:9422737| CHEMBL35482, PD-98059:12883735| BRYOSTATIN-1, BRYOSTATIN:16483930| ADENOVIRAL VECTOR:10911621| Panitumumab, PANITUMUMAB:22797062| IL-6:9187131| CABOZANTINIB, cabozantinib:27525386| ANTINEOPLASTIC:9515813| NS1:27820802
HRH3	risperidone:21652606
HRH4	risperidone:23422377
HSD11B1	tacrolimus:25587129
HSD11B2	CORTISOL, HYDROCORTISONE:12788832,15134813
HSD3B1	glucocorticoids:31932420| hydrochlorothiazide:-
HSD3B7	cholic acid:-
HSF1	HSP70:9499401,9822662
HSP90AB1	bevacizumab:29871907
HSPA1A	carbamazepine:16538175
HSPA1L	carbamazepine:16538175
HSPA4	CELECOXIB:16646082| CYTARABINE:12530536| CHELATORS:11579132| EPOETIN ALFA, EPO:15943180| IFOSFAMIDE:12530536| KINASE INHIBITOR:2010034| PHENYLEPHRINE:8047983| PIOGLITAZONE:12871756| DEFEROXAMINE:11579132| NDGA:8591993| HEPARIN:7548155| ISOPROTERENOL:8047983| FLUTICASONE PROPIONATE:9645591| RANITIDINE:11523209| BORTEZOMIB:16846475| ENALAPRIL:12047041| DON, 6-DIAZO-5-OXO-L-NORLEUCINE:9142921| PROTEIN SYNTHESIS INHIBITOR:15827295| TRAIL:12460647| HALOPERIDOL:9864262| PHOTOFRIN:8625311| ZALCITABINE, DDC:10591146| POH, PERILLYL ALCOHOL:17024970| THIABENDAZOLE:11226373| CISPLATIN:11478701| VERAPAMIL:12857801| WORTMANNIN:16979664| SODIUM SALICYLATE:16184763| LITHIUM:12732732,16179524,16797496| ASCORBATE, VITAMIN C:12927909| CHLORPROMAZINE:12857801| PHOTOSENSITIZERS:8625311| NIMESULIDE:9645681| GDNF:9618697| ARSENIC TRIOXIDE:11678611| HYDRALAZINE:12047041| PUROMYCIN:3170555,3664499,1986403| GOSSYPOL:2193225| ANTINEOPLASTIC:12530536| UREA:7548155| PKC412, MIDOSTAURIN:17032922| NIFEDIPINE:7770620| PHOSPHODIESTERASE INHIBITOR:9383212| KETANSERIN:9864262| SALINE, SODIUM CHLORIDE:8724993
HSPA5	5-FLUOROURACIL, FLUOROURACIL:23456958| Platinum compounds:21940774
HSPA8	DEXAMETHASONE:7542664| CISPLATIN:15378690| ACETAMINOPHEN:15010265| ANTIBIOTIC:14966137| CYCLOSPORIN A, CYCLOSPORINE:1429556| BUPIVACAINE:12791605| TRETINOIN, ATRA:8578578
HSPA9	CHEMBL33859, MKT-077:11156371
HSPB1	DIFFERENTIATION INDUCER:7500647| DIFFERENTIATION AGENTS:8065161| UREA:9094264| ASCORBATE, VITAMIN C:12473058| VASOPRESSIN:9925748| PROTEIN KINASE C INHIBITOR:8875961| OESTROGENS:7926277| ROFECOXIB:16041694| TYROSINE KINASE INHIBITOR:8875961
HSPB2	TAMOXIFEN:9607585| DIFFERENTIATION INDUCER:9332492| MTX, METHOTREXATE:15519494| VCR, VINCRISTINE:16525997| CYCLOSPORINE, CSA:10076049| BORTEZOMIB, PS-341:15004512| ANTINEOPLASTIC:11174852| RESVERATROL:17125593,16759640| IL-10:11034403| PROTEASOME INHIBITOR:15004512| ETOPOSIDE, VP-16:15911090| PROPRANOLOL:11368160| TRASTUZUMAB, HERCEPTIN:16048908
HSPD1	ATORVASTATIN:15678257| CETRORELIX:9805247
HSPG2	CYCLOSPORINE, CSA:14974815| haloperidol:27023437| antipsychotics:21808285
HTR1A	clozapine:25560469| olanzapine:22120873| amisulpride:22120873| risperidone:18308786;22120873| fluvoxamine:18047755;18387740;18484082;19590397;19800133;21688171;23733030| milnacipran:18484082| Selective serotonin reuptake inhibitors:18047755;18387740;18484082;19590397;19800133;21688171;23733030;24930681| antipsychotics:22120873| sertraline:18047755;18387740;18484082;19590397;19800133;21688171;23733030| methamphetamine:19747927| quetiapine:22120873
HTR1B	paroxetine:21449676| escitalopram:-| liothyronine:21449676| nefazodone:21449676| citalopram:27324805| lithium:21449676| fluoxetine:27660918;28025020| clomipramine:21449676
HTR2A	ONDANSETRON:9767524| CLOZAPINE:8916101,9926100| Analgesics:25096645| bupropion:22947179| propofol:-| KETANSERIN:9767524| clozapine:24885933| LITHIUM:10758249| ustekinumab:27977334| Antiinflammatory agents, non-steroids:25096645| risperidone:16633140;19494443;19997080;23859574| Ergot alkaloids:25096645| sumatriptan:25096645| efavirenz:23859571
HTR2C	iloperidone:21121776| escitalopram:21614492
HTR3A	haloperidol:27023437| clozapine:20168265;22700043
HTR3B	nicotine:-| ethanol:-
HTR3E	haloperidol:27023437
HTR4	CISAPRIDE:1555639,7952869,12519861,7557734,8321323| ACETAMINOPHEN:8699917| FLUOXETINE:9228186| TROPISETRON:9826103| CISPLATIN:16079468
HTR6	risperidone:19997080
HTR7	antidepressants:30874608| hmg coa reductase inhibitors:17600820| venlafaxine:30874608| DEXAMETHASONE:9166758| paroxetine:30874608| Selective serotonin reuptake inhibitors:30874608| duloxetine:30874608| CHLORPROMAZINE:7908055| desvenlafaxine:30874608| atomoxetine:30874608| CLOZAPINE:7908055| fluoxetine:30874608
HTRA1	HYDROGEN PEROXIDE:10517331
HTT	BRAIN-DERIVED NEUROTROPHIC FACTOR:12956709| methylphenidate:29382897| risperidone:-
HUS1	mycophenolate mofetil:-| CAMPTOTHECIN:14762204
HYAL2	DEXAMETHASONE:212383| EPINEPHRINE:212383| HORMONES:7215332
HYKK	varenicline:-
IBA57	antipsychotics:26323598
IBSP	TNF-ALPHA, STAUROSPORINE:15516323| INSULIN:8467410| CYCLOSPORIN A, CYCLOSPORINE:15853967| DAIDZEIN:12112014| ZOLEDRONIC ACID:15324309
ICAM2	IFN:10050664
ICAM3	REGRAMOSTIM, GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR:12600815| REGRAMOSTIM, GM-CSF:12600815| CYCLOSPORINE, CSA:15732868| METHOTREXATE:16215763| VITAMIN D:10891379| PHORBOL MYRISTATE ACETATE, PMA:7525295| INTERFERONS:14989786
IDH1	VX-970:28148839| AGI-5198:23558169| venetoclax:-| NIRAPARIB, Niraparib:28148839| Bevacizumab, BEVACIZUMAB:26762204| VENETOCLAX, Venetoclax:27520294| Radiotherapy:26853339,26363012| RUCAPARIB, Rucaparib:28148839| AG-120:2073994,23558169| Decitabine, DECITABINE:24077826| AGI-5198:23558169,26363012,28148839| AG-120:25583779| Vandetanib, VANDETANIB:25910950| METFORMIN, Metformin:26363012| OLAPARIB:28148839| OLAPARIB, Olaparib:28148839| Temozolomide, TEMOZOLOMIDE:25910950| AG-120:23393090,23558169| SARACATINIB, Saracatinib:27231123| ivosidenib:-| DASATINIB, Dasatinib:27231123| Azacitidine, AZACITIDINE:24077805| BAY1436032:28232670| BPTES:21045145| BIS-2-[5-(PHENYLACETAMIDE)-1,3,4-THIADIAZOL-2-YL]ETHYL SULFIDE:24333121| Cisplatin:28148839| GEMCITABINE, Gemcitabine:26853339| GSK321:26436839| LOMUSTINE, Lomustine:26762204| Talazoparib, TALAZOPARIB:28148839
IDH2	Enasidenib:28588020,28193778| SARACATINIB, Saracatinib:27231123| VENETOCLAX, Venetoclax:27520294| ENASIDENIB:28588020| venetoclax:-| OLAPARIB:28148839| AGI-6780:23558173| DASATINIB, Dasatinib:27231123| enasidenib:-| Enasidenib:26553750,28588020,27292784| ENASIDENIB (AG-221):28193778
IDO1	interferon alfa-2a, recombinant:-
IFI27	VITAMIN D:15086558| RETINOIDS, ETRETINATE:15086558| TGFBETA1:15086558| TNF-ALPHA, STAUROSPORINE:15086558
IFIT1	ribavirin:21993426| peginterferon alfa-2b:21993426
IFIT2	IFN:12433283
IFNA1	ALPHA-METHYL-P-TYROSINE:7685917| CL 246,738:1722194| DIETHYLDITHIOCARBAMATE, DITIOCARB:1691765| CASPASE INHIBITOR:15870881| IMIQUIMOD:7534379| CORYNEBACTERIUM GRANULOSUM P40:1384603| PROTHYMOSIN ALPHA:12579833| POLYPHENOL:16143535| PROTEIN SYNTHESIS INHIBITOR:10725732| RECOMBINANT PROTHYMOSIN ALPHA:12579833
IFNAR1	glatiramer acetate:22111603
IFNG	CYCLOPHOSPHAMIDE:10823419| ALL-TRANS RETINOIC ACID, TRETINOIN:9792441| AMITRIPTYLINE:10996474| AMIKACIN:8913387| CISPLATIN:8044830| SURAMIN:1899122| METHYLPREDNISOLONE:9396353| TRASTUZUMAB:15297404| GLUCOCORTICOID:7543821| DHPG, GANCICLOVIR:2992368| MONOCLONAL ANTIBODY 17-1A:2121912| BLEOMYCIN, BLEOMYCIN (CHEMBL3039590):8556994| THROMBIN:9731747| THEOPHYLLINE:11918854| INTERLEUKIN 1BETA, RECOMBINANT INTERLEUKIN-1-BETA:8383325| URSODIOL, URSODEOXYCHOLIC ACID:10784002| PREDNISONE:10784002| DOXIFLURIDINE, 5&APOS;-DEOXY-5-FLUOROURIDINE:12553027| IBUPROFEN:8931897| PEFLOXACIN:8673851| MELPHALAN:9864423| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844;26111149| MELATONIN:7722866| AUTOLOGOUS LYMPHOCYTES:7750192| INTERFERON ALFA-2B, INTERFERON ALPHA-2B:10540707,9192993
IFNGR1	INDOLE-3-CARBINOL:14988219| Tumor necrosis factor alpha (TNF-alpha) inhibitors:28139755
IFNGR2	Tumor necrosis factor alpha (TNF-alpha) inhibitors:28139755
IFNL3	sofosbuvir:25734178;27357737;28100007;29107709;29504692;29534310;30431653| simeprevir:24602923;24907224;27027531;28072888| faldaprevir:23944300| sofosbuvir / velpatasvir:-| ledipasvir / sofosbuvir:-| dasabuvir:-| elbasvir / grazoprevir:-| ledipasvir:25734178;27357737;28100007;29504692| interferon alfa-n1:21466653| boceprevir:22626609;24096968;25836019| velpatasvir:29107709| sofosbuvir / velpatasvir / voxilaprevir:-| dasabuvir / ombitasvir / paritaprevir / ritonavir:-| ombitasvir / paritaprevir / ritonavir:-| deleobuvir:23944300| voxilaprevir:29107709| highly active antiretroviral therapy (haart):29080719| interferon alfa-2a, recombinant:24102823;24768758| daclatasvir:25080450;30431653
